species,order,family,reference,host plant,temperature,devdays,se,sd_devdays,stage,int_rate,int_rate_se,fecundity,fecundity_se,reprod_rate,generation_days,survival,mortality,finite_rate,sample_size,exp_approach,
Diaphorina citri,Hemiptera,Liviidae,milosavljevic2019b,volkamer,32,12.16,0.19,,nymphs_all,,,,,,,,,,56,lab,fluctuating
Diaphorina citri,Hemiptera,Liviidae,milosavljevic2019b,volkamer,35,20.97,0.33,,nymphs_all,,,,,,,,,,35,lab,fluctuating
Diaphorina citri,Hemiptera,Liviidae,nava2007,rangpur lime,18,7.7,0.67,,eggs,,,,,,150,95,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2007,rangpur lime,20,6.4,0.17,,eggs,,,,,,150,95.2,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2007,rangpur lime,22,5.9,0.16,,eggs,,,,,,150,88.4,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2007,rangpur lime,25,4.5,0.11,,eggs,,,,,,150,93.8,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2007,rangpur lime,28,3.2,0.19,,eggs,,,,,,150,89.8,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2007,rangpur lime,30,2.9,0.17,,eggs,,,,,,150,90.5,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2007,rangpur lime,32,2.6,0.23,,eggs,,,,,,150,81.6,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2007,rangpur lime,18,35.8,0.71,,nymps_all,,,,,,120,70.7,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2007,rangpur lime,20,24.5,0.34,,nymps_all,,,,,,120,70,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2007,rangpur lime,22,23.8,0.36,,nymps_all,,,,,,120,72.5,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2007,rangpur lime,25,12.6,0.26,,nymps_all,,,,,,120,74,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2007,rangpur lime,28,12.2,0.25,,nymps_all,,,,,,120,77.5,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2007,rangpur lime,30,9.4,0.41,,nymps_all,,,,,,120,73.8,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2007,rangpur lime,32,9.4,0.66,,nymps_all,,,,,,120,7,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2007,rangpur lime,18,43.5,1.31,,total,,,,,,120,67.2,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2007,rangpur lime,20,30.9,0.52,,total,,,,,,120,66.6,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2007,rangpur lime,22,29.6,0.66,,total,,,,,,120,64.1,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2007,rangpur lime,25,17.1,0.29,,total,,,,,,120,69.4,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2007,rangpur lime,28,15.4,0.16,,total,,,,,,120,69.5,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2007,rangpur lime,30,12.4,0.24,,total,,,,,,120,66.8,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2007,rangpur lime,32,12.1,0.37,,total,,,,,,120,5.7,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,orange jasmin,18,8.2,0.13,,eggs,,,,,,,85.1,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,orange jasmin,20,6.9,0.16,,eggs,,,,,,,87.4,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,orange jasmin,22,5.6,0.1,,eggs,,,,,,,87.9,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,orange jasmin,25,4.6,0.12,,eggs,,,,,,,83.4,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,orange jasmin,28,3.6,0.04,,eggs,,,,,,,82.9,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,orange jasmin,30,3,0.05,,eggs,,,,,,,88.6,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,orange jasmin,32,3,0.07,,eggs,,,,,,,32.6,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,rungpur lime,18,7.6,0.13,,eggs,,,,,,,91.3,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,rungpur lime,20,6.3,0.14,,eggs,,,,,,,85.4,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,rungpur lime,22,5.7,0.1,,eggs,,,,,,,83.1,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,rungpur lime,25,4.5,0.12,,eggs,,,,,,,86.5,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,rungpur lime,28,3.5,0.13,,eggs,,,,,,,94.8,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,rungpur lime,30,2.9,0.05,,eggs,,,,,,,87.9,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,rungpur lime,32,2.9,0.06,,eggs,,,,,,,33.7,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,natal orange,18,7.9,0.13,,eggs,,,,,,,85.6,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,natal orange,20,6.5,0.12,,eggs,,,,,,,86.9,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,natal orange,22,5.4,0.13,,eggs,,,,,,,89.9,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,natal orange,25,4.4,0.13,,eggs,,,,,,,83.4,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,natal orange,28,3.7,0.04,,eggs,,,,,,,86,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,natal orange,30,3,0.05,,eggs,,,,,,,89.7,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,natal orange,32,2.6,0.37,,eggs,,,,,,,25.9,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,pera orange,18,8.2,0.08,,eggs,,,,,,,85.1,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,pera orange,20,6.9,0.11,,eggs,,,,,,,88.3,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,pera orange,22,5.7,0.07,,eggs,,,,,,,81.7,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,pera orange,25,4.6,0.18,,eggs,,,,,,,83.4,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,pera orange,28,3.6,0.14,,eggs,,,,,,,79.5,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,pera orange,30,2.9,0.06,,eggs,,,,,,,77.8,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,pera orange,32,3,0.09,,eggs,,,,,,,23.1,,,150,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,orange jasmin,18,38,0.57,,nymps_all,,,,,,,75,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,orange jasmin,20,29,1,,nymps_all,,,,,,,70,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,orange jasmin,22,24.3,1.03,,nymps_all,,,,,,,71.3,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,orange jasmin,25,14,0.19,,nymps_all,,,,,,,75.3,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,orange jasmin,28,12.5,0.31,,nymps_all,,,,,,,69,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,orange jasmin,30,12,0.86,,nymps_all,,,,,,,51,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,orange jasmin,32,,,,nymps_all,,,,,,,,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,rungpur lime,18,37,1,,nymps_all,,,,,,,71,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,rungpur lime,20,27.8,1.03,,nymps_all,,,,,,,70,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,rungpur lime,22,22,0.58,,nymps_all,,,,,,,75,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,rungpur lime,25,13.3,0.67,,nymps_all,,,,,,,82.5,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,rungpur lime,28,11,0.58,,nymps_all,,,,,,,76.7,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,rungpur lime,30,10.3,0.33,,nymps_all,,,,,,,43.3,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,rungpur lime,32,,,,nymps_all,,,,,,,,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,natal orange,18,38.8,0.85,,nymps_all,,,,,,,65,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,natal orange,20,25.8,1.6,,nymps_all,,,,,,,74.5,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,natal orange,22,22.5,0.95,,nymps_all,,,,,,,79.8,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,natal orange,25,13.6,0.24,,nymps_all,,,,,,,77,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,natal orange,28,12,0.58,,nymps_all,,,,,,,76.2,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,natal orange,30,10.8,0.25,,nymps_all,,,,,,,49,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,natal orange,32,,,,nymps_all,,,,,,,,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,pera orange,18,37.3,0.62,,nymps_all,,,,,,,78,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,pera orange,20,29.3,2.84,,nymps_all,,,,,,,71.7,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,pera orange,22,23,0.58,,nymps_all,,,,,,,71,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,pera orange,25,13,0.58,,nymps_all,,,,,,,73.8,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,pera orange,28,11.8,0.49,,nymps_all,,,,,,,68.3,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,pera orange,30,11,0.41,,nymps_all,,,,,,,55,,,120,lab,
Diaphorina citri,Hemiptera,Liviidae,nava2010,pera orange,32,,,,nymps_all,,,,,,,,,,120,lab,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
